Year,Month,Month_Name,Date,Day_of_Week,Day_of_Month,Season,Rush_Period,Is_Weekend,Start_Station_Code,End_Station_Code,Number_of_Rides
2016,1,January,2016-01-01,Friday,1,Winter,AM,FALSE,M32002,M32037,3
2016,1,January,2016-01-01,Friday,1,Winter,AM,FALSE,M32006,M32011,1
2016,1,January,2016-01-01,Friday,1,Winter,AM,FALSE,M32007,A32023,1
2016,1,January,2016-01-01,Friday,1,Winter,AM,FALSE,M32009,M32041,1
2016,1,January,2016-01-01,Friday,1,Winter,AM,FALSE,M32016,M32021,2
2016,1,January,2016-01-01,Friday,1,Winter,AM,FALSE,M32017,M32043,1
2016,1,January,2016-01-01,Friday,1,Winter,AM,FALSE,M32018,M32037,1
2016,1,January,2016-01-01,Friday,1,Winter,AM,FALSE,M32024,M32027,1
2016,1,January,2016-01-01,Friday,1,Winter,AM,FALSE,M32025,S32006,1
2016,1,January,2016-01-01,Friday,1,Winter,AM,FALSE,M32034,M32032,1
2016,1,January,2016-01-01,Friday,1,Winter,AM,FALSE,M32037,M32017,1
2016,1,January,2016-01-01,Friday,1,Winter,AM,FALSE,M32041,M32009,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32001,M32007,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32002,M32011,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32002,M32026,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32002,M32032,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32003,M32002,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32003,M32007,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32003,M32017,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32003,M32029,2
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32005,M32010,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32005,M32040,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32005,M32041,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32006,M32006,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32006,M32018,2
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32006,M32041,2
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32009,M32019,2
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32010,M32012,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32010,M32029,2
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32011,M32007,2
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32011,M32014,2
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32012,M32006,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32014,M32011,4
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32014,M32040,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32017,M32001,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32018,A32002,6
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32018,A32003,3
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32018,M32011,2
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32018,M32020,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32018,M32034,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32020,M32026,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32021,M32011,2
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32021,S32002,4
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32022,M32037,2
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32023,M32014,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32023,M32040,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32026,M32018,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32026,M32020,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32029,C32004,2
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32029,C32025,4
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32029,C32063,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32029,M32024,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32029,M32029,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32032,M32002,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32037,M32001,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32037,M32010,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32037,M32021,8
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32037,M32027,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32037,M32037,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32037,M32042,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32038,M32018,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32039,M32009,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32039,M32010,3
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32039,M32017,2
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32040,M32006,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32041,M32011,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32041,M32027,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32041,M32042,1
2016,1,January,2016-01-01,Friday,1,Winter,PM,FALSE,M32042,M32041,2
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32001,M32037,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32001,M32040,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32002,M32003,2
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32002,M32010,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32002,M32012,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32002,M32032,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32002,M32037,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32003,M32019,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32003,M32027,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32006,C32003,2
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32006,M32002,2
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32006,M32005,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32006,M32011,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32007,M32003,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32007,M32005,2
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32007,M32006,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32007,M32011,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32007,M32020,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32007,M32034,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32009,M32009,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32009,M32011,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32009,M32032,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32011,M32005,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32011,M32007,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32012,M32005,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32012,M32010,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32012,M32017,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32012,M32019,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32012,M32020,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32012,M32037,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32012,M32040,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32014,M32009,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32014,M32016,2
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32014,M32018,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32014,S32002,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32016,M32014,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32018,M32014,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32018,M32033,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32018,M32042,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32019,M32003,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32020,M32016,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32025,M32033,2
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32025,S32006,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32026,M32002,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32026,M32005,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32026,M32006,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32026,M32012,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32026,M32023,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32026,M32034,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32027,M32005,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32027,M32026,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32027,M32040,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32032,M32001,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32032,M32019,2
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32032,M32034,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32033,M32037,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32034,M32018,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32034,M32032,2
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32034,M32040,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32036,M32010,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32040,M32002,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32040,M32018,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32040,M32027,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32041,M32037,2
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32041,M32041,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32042,M32006,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32042,M32020,1
2016,1,January,2016-01-04,Monday,4,Winter,AM,FALSE,M32042,M32037,2
2016,1,January,2016-01-04,Monday,4,Winter,PM,FALSE,M32001,M32003,1
2016,1,January,2016-01-04,Monday,4,Winter,PM,FALSE,M32001,M32007,1
2016,1,January,2016-01-04,Monday,4,Winter,PM,FALSE,M32001,M32034,1
2016,1,January,2016-01-04,Monday,4,Winter,PM,FALSE,M32002,M32001,1
2016,1,January,2016-01-04,Monday,4,Winter,PM,FALSE,M32002,M32005,1
2016,1,January,2016-01-04,Monday,4,Winter,PM,FALSE,M32002,M32006,1
2016,1,January,2016-01-04,Monday,4,Winter,PM,FALSE,M32002,M32017,1
2016,1,January,2016-01-04,Monday,4,Winter,PM,FALSE,M32002,M32029,1
2016,1,January,2016-01-04,Monday,4,Winter,PM,FALSE,M32003,D32003,1
2016,1,January,2016-01-04,Monday,4,Winter,PM,FALSE,M32003,D32022,2
